block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares,was_exit_clean,sender_original_amount_1,sender_original_amount_2,pool_denom_1,pool_original_amount_1,pool_adjustment_amount_1,pool_denom_2,pool_original_amount_2,pool_adjustment_amount_2,adjustment_ratio
4712284,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,441892562760890963574011,1643082659799565598720,440249480101091397975291,0,18964209422422841756,29653961142,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3471732513873810047181,6316136124310978972,uosmo,5377742730655,9876417784,1.4993753574509938
4712284,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,500679499738157006912057,7062144063732885504,500672437594093274026553,0,278668,74204359,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17161349384,92802,uosmo,4571638384537,24711526,1.4992950350061718
4712288,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,500664689842684554854913,10588293982822057984,500654101548701732796929,0,417674,111288658,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17156541650,139094,uosmo,4572971042903,37061335,1.4992950350061718
4712298,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,500642488181153802109508,15870284980478998528,500626617896173323110980,0,625842,166851427,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17152137511,208418,uosmo,4574221418368,55564841,1.4992950350061718
4712299,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,440218018703025978382857,818662476942131855360,439399356226083846527497,0,9460645881244121486,14756770000,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3482294162699996412949,3150921078691912078,uosmo,5380895085741,4914824869,1.4993753574509938
4712303,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,500609203233165309358550,23796066601380368384,500585407166563928990166,0,938376,250173739,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17152345929,312498,uosmo,4574276983209,83312826,1.4992950350061718
4712305,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,438757474137474985127419,1227299247454311677952,437530174890020673449467,0,14163603932760865505,22092471088,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3485445083778688325027,4717267588511728353,uosmo,5385809910610,7358021187,1.4993753574509938
4712308,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,500559291380341769922041,35681178812012044288,500523610201529757877753,0,1406903,375142714,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17151441918,468527,uosmo,4574685296035,124929978,1.4992950350061718
4712314,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,500484444225611230961933,53502173022124040192,500430942052589106921741,0,2109698,562437544,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17153462778,702572,uosmo,4574475260045,187302877,1.4992950350061718
4712319,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,500372109619328659197176,80343436698865795072,500291766182629793402104,0,3172437,843350565,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17229200645,1056485,uosmo,4554793322629,280852495,1.4992950350061718
4712322,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,437479591361870592099867,551758902431161516032,436927832459439430583835,0,6365979325365675133,9934609999,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3489310444003788866674,2120225055942354045,uosmo,5394499734167,3308777482,1.4993753574509938
4712323,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,500203805607486293101986,120071374755804790784,500083734232730488311202,0,4736206,1261427252,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17162994629,1577251,uosmo,4572947819349,420080338,1.4992950350061718
4712324,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,436927782030336579805799,551758902431161516032,436376023127905418289767,0,6365979325365675435,9934610000,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3491430669059731220719,2120225055942354347,uosmo,5397808511649,3308777483,1.4993753574509938
4712328,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,499948647572489405412553,180463211851774132224,499768184360637631280329,0,7117259,1895589938,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17164571880,2370189,uosmo,4573367899687,631269112,1.4992950350061718
4712328,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,435493572582927766077675,1654203707422870077440,433839368875504896000235,0,19050537028772304783,29729857104,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3493550894115673575066,6344888016933748623,uosmo,5401117289132,9901695360,1.4993753574509938
4712332,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,499569643017236121523351,270593065696579715072,499299049951539541808279,0,10669458,2841672320,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17166942069,3553142,uosmo,4573999168799,946333342,1.4992950350061718
4712332,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,432494534135281368561663,2479293726462047158272,430015240408819321403391,0,28474351837804372346,44436459192,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3499895782132607323689,9483542300816875898,uosmo,5411018984492,14799811524,1.4993753574509938
4712347,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,428935512522853570877070,1941481038640131866624,426994031484213439010446,0,22261122271707279393,34705078234,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3512412386890912386135,7414191407409096737,uosmo,5421169499267,11558720612,1.4993753574509938
4712351,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,425343592422580676405894,2913062442724773330944,422430529979855903074950,0,33293897948161764289,51905169869,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3519826578298321482872,11088719116382841793,uosmo,5432728219879,17287307430,1.4993753574509938
4712356,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,420734765825156802003617,2913062445305962692608,417821703379850839311009,0,33178236675369569648,51751636352,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3530033953320263229429,11050197481918987632,uosmo,5451412154395,17236172233,1.4993753574509938
4712363,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,499253739737065369299693,63604369226512744448,499190135367838856555245,0,2506872,668159171,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17164855165,834839,uosmo,4576482625849,222510280,1.4992950350061718
4712367,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgExitPool,414362145062464304874991,5788863220351258066944,408573281842113046808047,0,65484236314256085784,102239391100,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3539478845222752676965,21809891535386129176,uosmo,5471158497048,34051401621,1.4993753574509938
4712369,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,499120031903456044670424,95373457425000054784,499024658446031044615640,0,3758704,1001811060,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17165690004,1251724,uosmo,4576705136129,333622988,1.4992950350061718
4712378,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,498919568691291102827441,142900246569985032192,498776668444721117795249,0,5622207,1503230064,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17142257756,1872307,uosmo,4583641386041,500605478,1.4992950350061718
4712382,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,498618974255835905313638,214272056716461178880,498404702199119444134758,0,8428717,2253616953,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17144122633,2806931,uosmo,4584143982154,750499221,1.4992950350061718
4712388,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,498167902504376524960809,321285081554268258304,497846617422822256702505,0,12634869,3378213487,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17146929564,4207663,uosmo,4584896211160,1125012211,1.4992950350061718
4712397,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,391979085123197144036399624,472917000740547653009408,391506168122456596383390216,0,9512544839,75795176754,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5351054817331,3168411872,uosmo,41280973514591,25245645818,1.4994239382520917
4712398,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,497491343136270812851783,481400682751093178368,497009942453519719673415,0,18950306,5052720003,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17172955928,6310829,uosmo,4580207263988,1682656150,1.4992950350061718
4712402,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,391149994902019122984458939,709065078986865003986944,390440929823032257980471995,0,14248041907,113554271288,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5353595998220,4745698012,uosmo,41311227704064,37822339584,1.4994239382520917
4712413,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,390171647118940168056612634,531258405069447764115456,389640388713870720292497178,0,10654836230,85126833680,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5351861859204,3548883099,uosmo,41400901994341,28353808048,1.4994239382520917
4712420,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,389233719227331548653752619,797094973954920391114752,388436624253376628262637867,0,15972140135,127579202082,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5356042393718,5319955835,uosmo,41424220703269,42493724368,1.4994239382520917
4712429,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,496986804137880066221598,36500472563809173504,496950303665316257048094,0,1435965,383316099,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17170334027,478205,uosmo,4584352265676,127651877,1.4992950350061718
4712429,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,387821226652219555784024099,1194605724693288672296960,386626620927526267111727139,0,23907287036,190865161585,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5362696069379,7962972406,uosmo,41456085637113,63572835035,1.4994239382520917
4712435,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,496909799190801382852664,54732011294447337472,496855067179506935515192,0,2149864,575622032,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17147196172,715948,uosmo,4590806162240,191693574,1.4992950350061718
4712441,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,386159691904788005257539144,893180611852287602589696,385266511292935717654949448,0,17834060833,142710053702,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5364603740276,5940119182,uosmo,41568342070419,47533466174,1.4994239382520917
4712441,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,496780508495753678590319,82069701049169362944,496698438794704509227375,0,3223412,863062445,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17147912120,1073461,uosmo,4590997855814,287416942,1.4992950350061718
4712448,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,496607297830491808628062,123062641363027132416,496484235189128781495646,0,4832974,1294019574,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17148985581,1609477,uosmo,4591285272756,430934229,1.4992950350061718
4712453,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,496347486169351675473297,184527594535579287552,496162958574816096185745,0,7245696,1940042140,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17150511528,2412961,uosmo,4591738617024,646072578,1.4992950350061718
4712461,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,495957891170752501651684,276432398803105579008,495681458771949396072676,0,10839144,2909052453,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17134517221,3609651,uosmo,4597328961637,968772265,1.4992950350061718
4712463,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,385090034764078378098723539,333904631750010333036544,384756130132328367765686995,0,6650624578,53437062730,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5359885279957,2215171463,uosmo,41701600552107,17798667633,1.4994239382520917
4712466,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,495373564537645836606023,414484954920478244864,494959079582725358361159,0,16246664,4360343948,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17138126872,5410462,uosmo,4598297733902,1452081168,1.4992950350061718
4712468,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,384490465181027922300781023,500667847265886010343424,383989797333762036290437599,0,9965828081,80074364689,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5362105151051,3319390188,uosmo,41719361534197,26670945786,1.4994239382520917
4712472,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,494496451213127193184411,621464512113021419520,493874986701014171764891,0,24347032,6534352648,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17143537334,8108046,uosmo,4599749815070,2176069258,1.4992950350061718
4712473,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,383589203575695073936959157,750568076023669807120384,382838635499671404129838773,0,14926279386,119924634052,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5365569415562,4971603457,uosmo,41744871277212,39944162224,1.4994239382520917
4712478,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,493179161434970534259479,931762411349367062528,492247399023621167196951,0,36475115,9789335559,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17151645380,12146938,uosmo,4601925884328,3260043238,1.4992950350061718
4712482,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,491199265369948669171811,1396899874037750824960,489802365495910918346851,0,54602987,14663612688,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17163792318,18183880,uosmo,4605185927566,4883274366,1.4992950350061718
4712486,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,488220099291231228083883,2093969014256809017344,486126130276974419066539,0,81705984,21943078936,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17176824579,27209717,uosmo,4611455042299,7307481256,1.4992950350061718
4712487,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,382536345657245073913344132,561092003331641085788160,381975253653913432827555972,0,11144140873,89636259312,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5367668370942,3711859323,uosmo,41808116681041,29855794945,1.4994239382520917
4712491,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,/osmosis.gamm.v1beta1.MsgExitPool,483729732374203378139888,3138491315951709978624,480591241058251668161264,0,122143769,32803109944,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,17204034296,40676302,uosmo,4618762523555,10924087352,1.4992950350061718
4712494,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,381519206625445491945090466,841490398002549102739456,380677716227442942842351010,0,16696887031,134275681500,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5371836030602,5561352507,uosmo,41834313992206,44724169033,1.4994239382520917
4712521,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,380505680278945254778416999,314295992414669266485248,380191384286530585511931751,0,6218193072,50258046121,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5364412465452,2071138385,uosmo,41984179430510,16739809658,1.4994239382520917
4712526,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,379932453473259862612144834,471378086950428469100544,379461075386309434143044290,0,9320427316,75331170635,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5366498060936,3104421904,uosmo,42000802874722,25091095955,1.4994239382520917
4712535,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,379266322010325148377491803,352628627703963670544384,378913693382621184706947419,0,6964587434,56366759205,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5366095635364,2319745335,uosmo,42054353442356,18774482754,1.4994239382520917
4712541,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,378620445385415437681143857,528889947770433740734464,378091555437645003940409393,0,10439062417,84482887979,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5368546327098,3477013760,uosmo,42072070274176,28139324412,1.4994239382520917
4712589,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,377975989350853480316130563,197736713990270082875392,377778252636863210233255171,0,3897634521,31612306636,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5366328139830,1298213223,uosmo,42145352471445,10529338818,1.4994239382520917
4712594,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,377612481705860444406834029,296516425439641004408832,377315965280420803402425197,0,5842467244,47386689068,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5367605876948,1945992675,uosmo,42156048218040,15783426069,1.4994239382520917
4712598,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,377066633661899075713489309,444534864325180865380352,376622098797573894848108957,0,8754299239,70999395859,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5369701954329,2915857545,uosmo,42170617121136,23648280509,1.4994239382520917
4712612,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,376434518783465655590154700,332761486354105547882496,376101757297111550042272204,0,6545747269,53162400787,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5368991693094,2180239222,uosmo,42223777928970,17707184000,1.4994239382520917
4712618,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,375819492572540265367658113,498942426025226296885248,375320550146515039070772865,0,9809110391,79655959138,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5371509942834,3267191098,uosmo,42238745685874,26531584433,1.4994239382520917
4712635,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,375106287916400608657877520,373530211211220992655360,374732757705189387665222160,0,7333654279,59657698285,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5370272726164,2442673089,uosmo,42301565292404,19870619553,1.4994239382520917
4712653,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,374573462248395017834217548,139435283632631800922112,374434026964762386033295436,0,2735472633,22271080129,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5370548380192,911123586,uosmo,42339157271944,7417989178,1.4994239382520917
4712657,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,374434026964762386033295436,139435283632631800922112,374294591681129754232373324,0,2735476702,22271047070,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5371494212505,911124942,uosmo,42346293241196,7417978167,1.4994239382520917
4712662,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,374055077932356773127596284,418056230442181958041600,373637021701914591169554684,0,8197192920,66737654485,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5372416302166,2730298128,uosmo,42353622132909,22228791593,1.4994239382520917
4712706,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,373456885724787899064460903,312980923771789290504192,373143904801016109773956711,0,6130769768,49973827312,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5371549536386,2042019675,uosmo,42405234701701,16645142851,1.4994239382520917
4712718,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,372872827950928946320532898,469591590064356721688576,372403236360864589598844322,0,9192920525,74936017460,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5374058218934,3061952298,uosmo,42418104988119,24959479439,1.4994239382520917
4712740,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,372198347358396066616898876,351468513457415192051712,371846878844938651424847164,0,6871653635,56108329576,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5372818337651,2288791204,uosmo,42478085016992,18688405735,1.4994239382520917
4712746,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,371539967419161229587707738,526840826244669366075392,371013126592916560221632346,0,10293533440,84048243048,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5375117949244,3428541374,uosmo,42496685366164,27994554092,1.4994239382520917
4712753,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,370550654144502970062314177,789592661360423607468032,369761061483142546454846145,0,15412109765,125836824999,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5378656490618,5133422483,uosmo,42523791717826,41913378275,1.4994239382520917
