block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares,was_exit_clean,sender_original_amount_1,sender_original_amount_2,pool_denom_1,pool_original_amount_1,pool_adjustment_amount_1,pool_denom_2,pool_original_amount_2,pool_adjustment_amount_2,adjustment_ratio
4712777,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2970374352546074463898769,5859784998381584384,2970368492761076082314385,0,44916677,39042097,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14379051646689,14960029,uosmo,13908155416635,13003431,1.4993892669642943
4712777,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,369412133051493219425326941,590720712305741439959040,368821412339187477985367901,0,11513835147,94136538215,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5380317713040,3834996059,uosmo,42594268545890,31354735275,1.4994239382520917
4712785,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2970364117320843521259884,8805162654249069568,2970355312158189272190316,0,67474395,58682995,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14373425167762,22473143,uosmo,13913083675708,19545064,1.4993892669642943
4712792,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2970348751421638806651553,13203328536015050752,2970335548093102791600801,0,101177429,87994961,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14373432247002,33698336,uosmo,13913116708940,29307759,1.4993892669642943
4712792,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,368558452457004589736815701,442418733428278940401664,368116033723576310796414037,0,8611966528,70516602305,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5380341546945,2868449763,uosmo,42656930949506,23487472981,1.4994239382520917
4712798,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2970325710058498721265546,19798379940874813440,2970305911678557846452106,0,151714861,131948021,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14373455507337,50530423,uosmo,13913155112926,43946844,1.4993892669642943
4712806,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,367918439429549504447924176,330911499799244927139840,367587527929750259520784336,0,6437250881,52733399600,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5382066693725,2144101548,uosmo,42689904969630,17564293483,1.4994239382520917
4712806,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2970289840907301590217589,29651726743281627136,2970260189180558308590453,0,226945970,197854199,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14355173961727,75587031,uosmo,13929201963591,65897673,1.4993892669642943
4712806,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2970260189180558308590453,4499903461885128192,2970255689277096423462261,0,34440994,30026069,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14355249548758,11470979,uosmo,13929267861264,10000537,1.4993892669642943
4712815,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2970227197159753396174546,44462754126819508224,2970182734405626576666322,0,340300029,296681277,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14355201175343,113340936,uosmo,13929330269316,98813196,1.4993892669642943
4712815,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2970182734405626576666322,9796025455254321152,2970172938380171322345170,0,74974837,65364762,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14355314516279,24971254,uosmo,13929429082512,21770505,1.4993892669642943
4712823,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,2,/osmosis.gamm.v1beta1.MsgExitPool,546714495362125527773627471,58804733673234283626496,546655690628452293490000975,0,239828,48318914,uion,1344100108,96983,uosmo,270792659469,19539418,1.6789353284084114
4712826,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2970139806851846993688633,66671533226829045760,2970073135318620164642873,0,510279666,444858964,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14355586113187,169954657,uosmo,13929237260969,148165522,1.4993892669642943
4712832,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2970054866440692414796546,38209851774345322496,2970016656588918069474050,0,292275495,255095590,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14347097369019,97345799,uosmo,13936960061687,84962593,1.4993892669642943
4712836,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2969671102198209789597265,99902973254955794432,2969571199224954833802833,0,764133972,666964895,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14345602979744,254503826,uosmo,13936236912332,222140520,1.4993892669642943
4712837,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,367438859635569088655850438,247835834599981661028352,367191023800969106994822086,0,4819213181,39485874450,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5383644513148,1605170069,uosmo,42712165178706,13151844799,1.4994239382520917
4712841,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,366967769986129472611197729,371668321561739180113920,366596101664567733431083809,0,7223764310,59187061551,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5385363211161,2406071245,uosmo,42724388705324,19713861184,1.4994239382520917
4712843,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2969496725210246449254105,149814081617482809344,2969346911128628966444761,0,1145967846,1000061517,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14347241483570,381678098,uosmo,13935253571393,333082275,1.4993892669642943
4712846,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,704,/osmosis.gamm.v1beta1.MsgExitPool,408593145372238917116842,2857247205203222528,408590288125033713894314,0,32014949074096627,50951139,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3533115899518471489201,10662758033339831,uosmo,5550733150261,16969563,1.4993753574509938
4712847,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,366260292987884760566954100,556959830927260442951680,365703333156957500124002420,0,10817495861,88630992681,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5387794704407,3603061314,uosmo,42743894691962,29520963543,1.4994239382520917
4712849,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2969235216433946413972652,224630373499055472640,2969010586060447358500012,0,1718187778,1499434272,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14347578560304,572262690,uosmo,13935625654437,499404257,1.4993892669642943
4712855,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2968818701343590926537820,49009778015494725632,2968769691565575431812188,0,374865440,327110830,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14348803137962,124853353,uosmo,13935557021677,108948118,1.4993892669642943
4712856,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2968769691565575431812188,336733290348769247232,2968432958275226662564956,0,2575601813,2247492451,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14348927991315,857834540,uosmo,13935665969795,748553850,1.4993892669642943
4712861,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2968142530764382117396949,78417472500269236224,2968064113291881848160725,0,599739860,523338273,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14349784718284,199750429,uosmo,13936415495509,174303980,1.4993892669642943
4712864,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2968064113291881848160725,505038484487313162240,2967559074807394534998485,0,3860699073,3372120959,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14342694659989,1285851328,uosmo,13942966764494,1123124629,1.4993892669642943
4712865,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,365197028025750650743446348,835075447298546049482752,364361952578452104693963596,0,16207456512,132703062478,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5393115615083,5398334357,uosmo,42759387113215,44200365481,1.4994239382520917
4712869,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2967123132615953748116705,117694183462987120640,2967005438432490760996065,0,899607961,785686448,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14344707092724,299625035,uosmo,13943456556859,261682132,1.4993892669642943
4712871,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2967005438432490760996065,757261969397719498752,2966248176463093041497313,0,5788212096,5055224057,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14345006717759,1927832258,uosmo,13943718238991,1683701953,1.4993892669642943
4712876,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2965593401847338094960388,176558464441570983936,2965416843382896523976452,0,1349243788,1178386678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14346934550017,449381546,uosmo,13945401940944,392475572,1.4993892669642943
4712878,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2965416843382896523976452,1135427830003370819584,2964281415552893153156868,0,8676891979,7578025288,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14347455848306,2889941139,uosmo,13945731831044,2523950636,1.4993892669642943
4712882,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,363597097352398188948827068,1251121399233187338518528,362345975953165001610308540,0,24246883629,198477008307,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5399168348235,8076084291,uosmo,42798240961841,66108167686,1.4994239382520917
4712883,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2963302337274874549178621,255083322201275039744,2963047253952673274138877,0,1948696731,1701906041,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14350355153179,649036414,uosmo,13948247622383,566839866,1.4993892669642943
4712885,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2963047253952673274138877,1702666661702394970112,2961344587290970879168765,0,13007439804,11360125988,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14351004189593,4332281131,uosmo,13948814462249,3783623850,1.4993892669642943
4712891,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2960063907173713399318453,2552936916395447812096,2957510970257317951506357,0,19495677874,17024937881,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14354770443479,6493265290,uosmo,13953093437659,5670356215,1.4993892669642943
4712894,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2957313103302878735389141,392711203405349191680,2956920392099473386197461,0,2995148678,2621897199,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14342965465264,997569568,uosmo,13974794443254,873253764,1.4993892669642943
4712901,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2954992687772053223068732,3823776538161481515008,2951168911233891741553724,0,29149894034,25508123030,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14344126077100,9708715765,uosmo,13975525303101,8495781011,1.4993892669642943
4712907,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2948205501550960080283367,5733226450711901896704,2942472275100248178386663,0,43637167079,38231598751,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14344704817760,14533872798,uosmo,13992034886920,12733484557,1.4993892669642943
4712916,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1697431728303180408551987,43873232858434822144,1697387855070321973729843,0,24273580923,1015458,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,630696937156087,7963377668,uosmo,26413674915,333139,1.4882451520341322
4712917,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2937869994296166992840991,392711203596956532736,2937477283092570036308255,0,2984887476,2614528576,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14358228129062,994151954,uosmo,14005655465204,870799557,1.4993892669642943
4712919,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2937477283092570036308255,8595729162725851398144,2928881553929844184910111,0,65333721306,57227243149,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14359222281016,21760165896,uosmo,14006526264761,19060207804,1.4993892669642943
4712922,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,637,/osmosis.gamm.v1beta1.MsgExitPool,959064338802816691376633,4976506245739330560,959059362296570952046073,0,101787093,251972,ibc/346786EA82F41FE55FAD14BF69AD8BA9B36985406E43F3CB23E6C45A285A9593,13081929074289,33906388,uosmo,32384093003,83935,1.4994996301926782
4712926,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,362579744364309214514052256,156028094829409266040832,362423716269479805248011424,0,3016258636,24814682691,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5397547654409,1004647004,uosmo,42994017196203,8265205217,1.4994239382520917
4712926,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1697355237207277973112974,65788671341838794752,1697289448535936134318222,0,36086612929,1535838,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625307084103134,11838851813,uosmo,26642359750,503859,1.4882451520341322
4712929,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2921880478880892899027219,12885136620860389457920,2908995342260032509569299,0,97717673967,85590426561,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14381214294551,32546023003,uosmo,14025384040601,28506900324,1.4993892669642943
4712934,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1697240814626323267640386,98073105763261841408,1697142741520560005798978,0,53794626600,2289420,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625328144493973,17648278987,uosmo,26642471933,751085,1.4882451520341322
4712935,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,641,/osmosis.gamm.v1beta1.MsgExitPool,22111101095135054506252221,14959447742216411136,22111086135687312289841085,0,13293578,355320,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13119887782502,4428161,uosmo,350687183960,118359,1.499487022563364
4712937,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2898759707640104356771571,591830374232399806464,2898167877265871956965107,0,4473913786,3918643418,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14413828525415,1490089716,uosmo,14053831317754,1305150375,1.4993892669642943
4712938,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2898167877265871956965107,19310733498764245336064,2878857143767107711629043,0,145981958989,127857800626,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14415318615131,48621011966,uosmo,14055136468129,42584547414,1.4993892669642943
4712940,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1697094093666945170752356,98073099905255800832,1696996020567039914951524,0,53793082705,2289355,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625345792772960,17647772485,uosmo,26643223018,751064,1.4882451520341322
4712944,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2862508479127784924264041,991754040766219812864,2861516725087018704451177,0,7460005597,6534182900,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14463879366377,2484642787,uosmo,14097775134636,2176286626,1.4993892669642943
4712945,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,362279527252273983002140485,232595829185478712623104,362046931423088504289517381,0,4497234971,36963517648,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5400957057248,1497926466,uosmo,42982547996395,12311705239,1.4994239382520917
4712946,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1696898746346908507793736,196048542954015227904,1696702697803954492565832,0,107526444809,4576168,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625363440545445,35275952569,uosmo,26643974082,1501293,1.4882451520341322
4712947,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,362046931423088504289517381,7288595657541539840,362046924134492846747977541,0,140924,1158286,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5402441707738,46939,uosmo,42994969038042,385799,1.4994239382520917
4712951,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2860738980011265495978426,28930762720404165361664,2831808217290861330616762,0,217617994075,190610775088,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14466350480601,72480237744,uosmo,14099963294616,63485165157,1.4993892669642943
4712953,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1696556755100488510450522,293970480589046218752,1696262784619899464231770,0,161219701465,6861275,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625398716498014,52890975352,uosmo,26645475375,2250963,1.4882451520341322
4712953,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2831808217290861330616762,1395380278867042500608,2830412837011994288116154,0,10493630232,9191330893,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14538830718345,3495027226,uosmo,14163448459773,3061281082,1.4993892669642943
4712955,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,361830080292142047611042147,348965556182998145040384,361481114735959049466001763,0,6747480632,55405558193,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5404881183919,2247432007,uosmo,42974969028188,18454328605,1.4994239382520917
4712957,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,361481114735959049466001763,10936356130124128256,361481103799602919341873507,0,211474,1736266,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5407546440739,70438,uosmo,42989999617866,578311,1.4994239382520917
4712959,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1696043763602678524066456,440799179803550154752,1695602964422874973911704,0,241712593504,10286935,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625451607473366,79298092659,uosmo,26647726338,3374812,1.4882451520341322
4712961,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2804471750591733193221361,1993833811323784265728,2802477916780409408955633,0,14883744977,13034751957,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14543394820720,4957206683,uosmo,14165575281790,4341377766,1.4993892669642943
4712962,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2802479347848621572540302,43339053730802226429952,2759140294117819346110350,0,323521176622,283330426378,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14548350634215,107752540852,uosmo,14169930373896,94366537800,1.4993892669642943
4712964,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2759140294117819346110350,19908692962917244928,2759120385424856428865422,0,148612759,130156690,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14655772430680,49497231,uosmo,14264587183326,43350220,1.4993892669642943
4712965,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1695274138047422389875852,660956713176829001728,1694613181334245560874124,0,362366240110,15421779,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625530905566025,118880656022,uosmo,26651101150,5059388,1.4882451520341322
4712969,osmo1jfa3vw3r50vyww2qwklxqn6qu06d3uf7vc63qm,678,/osmosis.gamm.v1beta1.MsgExitPool,2759108149470058317279159,20087297102114594816,2759088062172956202684343,0,149948166,131321595,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14654803919984,49942004,uosmo,14265523964286,43738205,1.4993892669642943
4712972,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,361317685956353024429056702,16406183785179848704,361317669550169239249207998,0,317094,2605888,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5405067810714,105617,uosmo,43010446641465,867962,1.4994239382520917
4712972,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1694119197054107168653821,991056710742313926656,1693128140343364854727165,0,543184811551,23117153,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625649786222047,178201387410,uosmo,26656160538,7583992,1.4882451520341322
4712972,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2717776103591647516812759,29933008112967823360,2717746170583534548989399,0,220988587,193535288,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14654853861988,73602854,uosmo,14265567702491,64459209,1.4993892669642943
4712974,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2717746170583534548989399,64864015204196542316544,2652882155379338006672855,0,478876264903,419385712121,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14655008968214,159495383998,uosmo,14265560925824,139681354246,1.4993892669642943
4712975,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2652882155379338006672855,3013144990615552917504,2649869010388722453755351,0,22245364870,19481832809,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14814505027224,7409080951,uosmo,14405241690097,6488654028,1.4993892669642943
