block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares,was_exit_clean,sender_original_amount_1,sender_original_amount_2,pool_denom_1,pool_original_amount_1,pool_adjustment_amount_1,pool_denom_2,pool_original_amount_2,pool_adjustment_amount_2,adjustment_ratio
4712977,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,361317674267604910686789569,261681358045590109290496,361055992909559320577499073,0,5056447937,41547134087,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5405482309403,1684187559,uosmo,43007050556493,13838403403,1.4994239382520917
4712978,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2649839405283794459510153,44662073225629343744,2649794743210568830166409,0,329723978,288768624,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14821761950897,109818457,uosmo,14411863867402,96177794,1.4993892669642943
4712981,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1692417496261638200221610,1421705281175622254592,1690995790980462577967018,0,775562449736,33291482,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,623153811675558,254436982823,uosmo,26778412843,10921860,1.4882451520341322
4712981,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,361055974395167240915332860,24600283400157622272,361055949794883840757710588,0,475166,3907289,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5405218620261,158267,uosmo,43036952184308,1301429,1.4994239382520917
4712986,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,360810206665288100668151587,392245980323357558571008,360417960684964743109580579,0,7572727081,62269170909,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5405267425009,2522302790,uosmo,43036399478912,20740441562,1.4994239382520917
4712986,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2585722021513075566861389,66096654952008925184,2585655924858123557936205,0,480820917,420418803,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14833722667460,160143074,uosmo,14401610414127,140025438,1.4993892669642943
4712987,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1689896924495602594503581,2189532104928362233856,1687707392390674232269725,0,1193661816674,51238648,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,623408248658381,391601877126,uosmo,26789334703,16809745,1.4882451520341322
4712988,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2584242822124549781230267,96948812806002271322112,2487294009318547509908155,0,704988379171,616491795186,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14833043811449,234804688582,uosmo,14402485549272,205329858277,1.4993892669642943
4712989,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2487220219874388895616644,2031041055345889509376,2485189178819043006107268,0,14769240594,12915270543,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15067848500031,4919069649,uosmo,14607815407549,4301583073,1.4993892669642943
4712990,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,360417960186915277196016091,36888066328423010304,360417923298848948773005787,0,712173,5855911,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5407859288977,237209,uosmo,43056570923181,1950471,1.4994239382520917
4712992,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2485189178819043006107268,99972901338905493504,2485089205917704100613764,0,726966523,635711196,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15072765817641,242124769,uosmo,14612118525800,211731107,1.4993892669642943
4712992,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,/osmosis.gamm.v1beta1.MsgExitPool,1735601941585749176605377,339616757349904416768,1735262324828399272188609,0,57563477257873232683,93818287,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,198222925926056406200181,19174637199416029995,uosmo,322856825385,31251268,1.499484672373991
4712992,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1686049698646242726606003,3282672597869857341440,1682767026048372869264563,0,1787973721264,76743200,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,623799850535507,586576411943,uosmo,26806144448,25176965,1.4882451520341322
4712995,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,1,/osmosis.gamm.v1beta1.MsgExitPool,360046551678738857951923975,3805729373962263068672,360042745949364895688855303,0,73414070,603742440,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5407490059678,24452554,uosmo,43059627989296,201092846,1.4994239382520917
4712997,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,360042856290047989520998409,55333032416557801472,360042800957015572963196937,0,1067354,8778400,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5407654501682,355512,uosmo,43058704170828,2923885,1.4994239382520917
4712999,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2484980033342160425575399,149753336488385019904,2484830280005672040555495,0,1088623098,952497991,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15069026534543,362578754,uosmo,14615847908782,317240682,1.4993892669642943
4713000,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1680259124217853969098927,4920954176366476001280,1675338170041487493097647,0,2676463086232,114878837,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,624413417352054,878061067201,uosmo,26830165201,37688035,1.4882451520341322
4713002,osmo1jdh7eeyaar0tyask0r6w2228uh5wrd0pxtcfwr,678,/osmosis.gamm.v1beta1.MsgExitPool,2482377872445770736853064,3092658744513968734208,2479285213701256768118856,0,22458850048,19668990023,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15068305598095,7480184706,uosmo,14617115149464,6550988944,1.4993892669642943
4713003,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,/osmosis.gamm.v1beta1.MsgExitPool,1735002752821660844296299,509247534248587034624,1734493505287412257261675,0,86340817698276558355,140596224,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,198330450563255822230176,28760490743962723859,uosmo,322744433090,46833196,1.499484672373991
4713003,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,360042635436009337617591357,83031116519181500416,360042552404892818436090941,0,1595008,13227655,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5386248495009,531261,uosmo,43236317053508,4405831,1.4994239382520917
4713005,osmo1csl24xa338980yckumj6k9kejyttshaaktn9tv,573,/osmosis.gamm.v1beta1.MsgExitPool,2126922485057392890339,183316846654236224,2126739168210738654115,0,568526840,8433316,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,4400613757517,189348767,uosmo,65258975181,2808730,1.4993663390762568
4713006,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1671527529597032964906753,7376457330405511528448,1664151072266627453378305,0,4003494780152,171830100,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,625304973621557,1313417292126,uosmo,26867275168,56371905,1.4882451520341322
4713007,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,360042474105321957999971213,588267168384365765853184,359454206936937592234118029,0,11301483834,93708242134,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5386893627054,3764266677,uosmo,43230987008772,31212079613,1.4994239382520917
4713008,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,359454206936937592234118029,124502296868736712704,359454082434640723497405325,0,2392159,19830278,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5390486731961,796774,uosmo,43263621102043,6605014,1.4994239382520917
4713011,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1658325406170034810519285,11054796333544617541632,1647270609836490192977653,0,5980840410660,256686718,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,626618390913683,1962120509248,uosmo,26923647073,84210620,1.4882451520341322
4713012,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2478850038663906611769926,812095877624757354496,2478037942786281854415430,0,5869113224,5188791238,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15002361172217,1954777332,uosmo,14688378106795,1728188077,1.4993892669642943
4713014,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,/osmosis.gamm.v1beta1.MsgExitPool,1734485135666993177681742,508806052804095770624,1733976329614189081911118,0,86177849455233337798,140618307,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,198154728899079805285333,28706205334459386310,uosmo,323125360292,46840552,1.499484672373991
4713015,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,/osmosis.gamm.v1beta1.MsgExitPool,359454105903051606616175547,2358675926417180160,359454103544375680198995387,0,45232,376405,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5381447625355,15066,uosmo,43338990829182,125372,1.4994239382520917
4713016,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2477135600987210810642080,1216129057204746584064,2475919471930006064058016,0,8788038223,7768088774,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15005496241774,2926959705,uosmo,14689064989551,2587253520,1.4993892669642943
4713019,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,/osmosis.gamm.v1beta1.MsgExitPool,359452883922002283049505619,2358675926417180160,359452881563326356632325459,0,45193,376727,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5379679699615,15053,uosmo,43353753089995,125480,1.4994239382520917
4713020,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1638322581026390673125763,16495503550494273437696,1621827077475896399688067,0,8880643153937,381261886,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,628496176504144,2913452102249,uosmo,27011487421,125079707,1.4882451520341322
4713020,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,359452881563326356632325459,186365705679637217280,359452695197620676995108179,0,3570858,29766310,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5377152781284,1189372,uosmo,43374849300286,9914480,1.4994239382520917
4713020,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2474563459896774008458189,1825304731629375193088,2472738155165144633265101,0,13182688125,11658713766,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15027331024468,4390649650,uosmo,14675014108386,3883072028,1.4993892669642943
4713024,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,358897225736394758311647770,880285009987871950503936,358016940726406886361143834,0,16856055098,140373828632,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5379599008003,5614367762,uosmo,43354528433201,46755322851,1.4994239382520917
4713025,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,358016940726406886361143834,279348867646684954624,358016661377539239676189210,0,5349866,44539615,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5385360547348,1781919,uosmo,43400060627837,14835131,1.4994239382520917
4713025,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1607825734205016819508806,24767155313097134047232,1583058578891919685461574,0,13239579865681,568407654,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,631404798599363,4343478408482,uosmo,27136774906,186476188,1.4882451520341322
4713025,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,/osmosis.gamm.v1beta1.MsgExitPool,1733586565471936415692754,762945715206574702592,1732823619756729840990162,0,129948805790413059490,209587922,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,198205736558246112944670,43286495608423986594,uosmo,323135954255,69814622,1.499484672373991
4713026,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2470729376468236042067853,2698908896912089808896,2468030467571323952258957,0,19473800038,17239184114,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15002172738242,6485978619,uosmo,14705054162600,5741713448,1.4993892669642943
4713029,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1560851478151955113815464,37061835017670864404480,1523789643134284249410984,0,19605009921304,841691188,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,635748277007845,6431770354888,uosmo,27323251094,276131686,1.4882451520341322
4713029,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,358016493132258007518209500,419283155753797484544,358016073849102253720724956,0,8016994,66957609,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5385943152537,2670278,uosmo,43395271070711,22302054,1.4994239382520917
4713030,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2464990791194173995908427,4072772179378275090432,2460918019014795720817995,0,29296400163,26059496996,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15008825218234,9757511358,uosmo,14710648859767,8679422609,1.4993892669642943
4713033,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1487847085749823816879727,55392506148828571762688,1432454579600995245117039,0,28842793926983,1239124642,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,642087077968962,9462388832056,uosmo,27603382780,406516762,1.4882451520341322
4713038,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,/osmosis.gamm.v1beta1.MsgExitPool,1732223059554218421935418,1141174459284116078592,1731081885094934305856826,0,193875405769696488211,314085638,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,198948951472830679460537,64580715839487290131,uosmo,322073595971,104623252,1.499484672373991
4713041,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1372940133414107501013833,82544483040634177847296,1290395650373473323166537,0,42019914496126,1805655319,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,651363611698141,13785376363284,uosmo,28017899542,592377173,1.4882451520341322
4713042,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2438472898546323407726306,23867076263792982622208,2414605822282530425104098,0,170785323965,151998049433,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14980306141870,56882065000,uosmo,14753380768715,50624741793,1.4993892669642943
4713042,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,/osmosis.gamm.v1beta1.MsgExitPool,357806545046363950321848647,7084136883102436352,357806537962227067219412295,0,135184,1132624,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5370040225715,45027,uosmo,43528737904872,377252,1.4994239382520917
4713043,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2414605822282530425104098,6029784535841848164352,2408576037746688576939746,0,43147249961,38400827894,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15037188206870,14370700128,uosmo,14804005510508,12789848318,1.4993892669642943
4713043,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,357806537962227067219412295,627814233881090981888,357805910147993186128430407,0,11980359,100376060,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5370049935533,3990385,uosmo,43528657493892,33432978,1.4994239382520917
4713045,osmo1pfpk6rsgc0x7g8q7y0yre86ej2enr8rhv3p8dq,722,/osmosis.gamm.v1beta1.MsgExitPool,1730203090665237796101232,1711231110460667068416,1728491859554777129032816,0,290582844808355054122,470755421,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,199013532188670166750668,96794371900323955242,uosmo,322178219223,156810618,1.499484672373991
4713045,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,357805910147993186128430407,328655254440403215056896,357477254893552782913373511,0,6271618455,52545947057,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5370057925918,2088933162,uosmo,43528657480386,17501857313,1.4994239382520917
4713047,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2373838582568665655690020,9113210515621034328064,2364725372053044621361956,0,64730337101,57609698956,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15051554498967,21559201675,uosmo,14816799291830,19187589218,1.4993892669642943
4713048,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2364725372053044621361956,35750455545193625026560,2328974916507850996335396,0,253932358415,225998617937,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15073113700642,84575164784,uosmo,14835986881048,75271503294,1.4993892669642943
4713048,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,357476647162325031331875450,941564248097377484800,357475705598076933954390650,0,17968146,150533548,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5372317108347,5984780,uosmo,43544735807947,50139294,1.4994239382520917
4713048,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1189616901384395130796234,91711886993179484880896,1097905014391215645915338,0,44945469767076,1953974369,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,661628303808127,14745156528599,uosmo,28762838329,641035862,1.4882451520341322
4713051,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,1097905014391215645915338,30570628997726496358400,1067334385393489149556938,0,14981823255692,651324789,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,676419594044579,4915052176200,uosmo,29401872421,213678621,1.4882451520341322
4713051,osmo1ea6yv55jzerkeqqz9c36t6wyklh8qpqs0da0n6,1,/osmosis.gamm.v1beta1.MsgExitPool,357160239608299524438330272,7982536932656118784,357160231625762591782211488,0,151810,1279009,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5372281865180,50565,uosmo,43545132377249,426009,1.4994239382520917
4713052,osmo1v44mqmhvtn8cw373xv0hw6npddccnr70lqsk9s,678,/osmosis.gamm.v1beta1.MsgExitPool,2318089469158588699760821,13505818401599867846656,2304583650756988831914165,0,95526439490,85353727476,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15157688865426,31816206535,uosmo,14911258384342,28428064904,1.4993892669642943
4713052,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,357160231672637465765469116,492826692187531614617600,356667404980449934150851516,0,9383291716,78872953571,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5358130662721,3125360603,uosmo,43664291465793,26270783125,1.4994239382520917
4713053,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,356667404980449934150851516,1411875654921769451520,356665993104795012381399996,0,26881744,225959358,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5366998051927,8953697,uosmo,43642337689788,75261912,1.4994239382520917
4713054,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,892317708882672341797444,180716546260280260165632,711601162622392081631812,0,84651617312529,3680172693,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,681334646220779,27771460708742,uosmo,29615551042,1207345762,1.4882451520341322
4713055,osmo1c5txl47ea73x9g535lefzs8u6engjrss4tr60p,1,/osmosis.gamm.v1beta1.MsgExitPool,356192788334982210522624225,10516730744854366208,356192777818251465668258017,0,199805,1683596,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5357457209295,66551,uosmo,43723022895129,560768,1.4994239382520917
4713056,osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,1,/osmosis.gamm.v1beta1.MsgExitPool,356192777818251465668258017,749918728773838720,356192777068332736894419297,0,14247,120052,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5360956364153,4746,uosmo,43693577768737,39987,1.4994239382520917
4713057,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,1,/osmosis.gamm.v1beta1.MsgExitPool,356192769374221152147472768,737891374296051866402816,355454877999925100281069952,0,14019071822,118127008565,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5360961722394,4669433295,uosmo,43693532922995,39345414147,1.4994239382520917
4713058,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,403746962892963965721147,263942129748426801283072,139804833144537164438075,0,116310160992927,5056506799,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,709106106929521,38157606063416,uosmo,30822896804,1658876515,1.4882451520341322
4713060,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,355453501846713114408836381,2113893188181852946432,355451387953524932555889949,0,40162803,338394521,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5365793202083,13377315,uosmo,43731516135153,112711503,1.4994239382520917
4713062,osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,1,/osmosis.gamm.v1beta1.MsgExitPool,355449137545686171897030308,1122245942033897728,355449136423440229863132580,0,21322,179643,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5366027029015,7102,uosmo,43729775240331,59835,1.4994239382520917
4713062,osmo1ea6yv55jzerkeqqz9c36t6wyklh8qpqs0da0n6,1,/osmosis.gamm.v1beta1.MsgExitPool,355449136423440229863132580,11959464395719774208,355449124463975834143358372,0,227232,1914405,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5366027036117,75686,uosmo,43729775300166,637645,1.4994239382520917
4713062,osmo1jfxcl8ja3nnfjduqemptknz2j6nk6502zp3rte,561,/osmosis.gamm.v1beta1.MsgExitPool,-400642024116688937012004,377766316164180361609216,-778408340280869298621220,0,154004899774198,6693881397,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,747327528521368,50524032012792,uosmo,32479004815,2196046220,1.4882451520341322
4713063,osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,1,/osmosis.gamm.v1beta1.MsgExitPool,355449509240358259884109037,3173307550482985123840,355446335932807776898985197,0,60294760,507951480,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5366150253078,20082811,uosmo,43728822838286,169187061,1.4994239382520917
4713064,osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer,678,/osmosis.gamm.v1beta1.MsgExitPool,2285024798034076688829913,23973272886819711614976,2261051525147256977214937,0,168687137546,151084488891,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15144945668618,56183239284,uosmo,14979560359480,50320469687,1.4993892669642943
